Tenure Months,Monthly Charges,Total Charges,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Value,total_active_services,protection_services_count,streaming_services_count,contract_length_months,avg_charge_per_tenure
-0.30015585439803716,1.1213243651931677,0.10268071547070626,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.7939756982044881,0.5706815961898379,1.4401470035219222,-0.8204436549925227,-0.039544465524031173
1.4508197855632678,1.503537675231376,2.3530574985015806,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1.7639619674940301,1.3478104596788227,1.4401470035219222,1.5877401391037258,-0.0395424071800556
0.9214550572028734,1.0631614701873533,1.3054481353436427,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0.7939756982044881,0.5706815961898379,0.26714418800152223,-0.8204436549925227,-0.03954543086587525
0.18848851024232702,0.39013368512007346,0.2588100276268009,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.039548644624546
-0.9109613101984924,1.1794872601989819,-0.5373986941984968,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.7939756982044881,-0.20644726729914673,1.4401470035219222,-0.8204436549925227,-0.03954339912523004
-1.1960038562387048,0.32033821111309646,-0.9060784300434129,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.0395488260385111
-0.21871512695797646,0.44164939212522314,-0.06464010824528367,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.0395483592184619
-0.30015585439803716,-0.2047896409393986,-0.3440305654713106,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0.7939756982044881,1.3478104596788227,1.4401470035219222,-0.8204436549925227,-0.039551799745540024
-1.2774445836787656,-0.9742016520163136,-0.9917696487327894,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,0.26714418800152223,-0.8204436549925227,-0.03955626767708817
-1.2367242199587352,-0.6784017859867437,-0.9715498763681658,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955532989674301
-1.2774445836787656,0.18905624809997262,-0.9763178576244527,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03954992545026265
-0.9924020376385531,0.21232140610229844,-0.7585800469206894,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.7939756982044881,0.5706815961898379,0.26714418800152223,-0.8204436549925227,-0.03954992420600991
-1.2774445836787656,-0.6351950639824246,-0.987266555324074,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.039554419370984736
-1.0331224013585834,1.0049985751815391,-0.7180301322549542,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0.30898256355971704,-0.9835761307881314,1.4401470035219222,-0.8204436549925227,-0.03954572260879601
-0.5037576729981889,0.5862257311396761,-0.30442983225937326,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03954826410279217
-1.1552834925186746,0.20401242110146783,-0.8868961350817778,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955032401176542
1.0436161483629645,-0.6468276429835875,0.1630309967424102,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,-0.176010571085054,0.5706815961898379,0.26714418800152223,-0.8204436549925227,-0.03955440835470891
-1.2367242199587352,1.3174164112127704,-0.9002288234095427,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1.278968832849259,0.5706815961898379,1.4401470035219222,-0.8204436549925227,-0.03954069287007773
0.8400143297628127,1.0000131841810405,1.2000669199847858,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,0.33129642044481356,-0.039545595644289076
-0.7073594915983407,0.32200000811326246,-0.5016167607890484,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03954885076665354
-1.0331224013585834,0.3884718881199074,-0.7850909056651358,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03954965482313219
-1.2774445836787656,-1.156999322034587,-0.9941977873355281,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,-1.145996840374596,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.039557264312732175
-0.9924020376385531,0.6560212051466532,-0.7148735520713938,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-0.176010571085054,-0.9835761307881314,0.26714418800152223,-0.8204436549925227,-0.03954768175618965
-0.7888002190384014,0.4815325201292102,-0.5166491461387304,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.176010571085054,0.5706815961898379,-0.9058586275188776,-0.8204436549925227,-0.03954719605885075
-1.2774445836787656,-1.328164413051698,-0.9964714080271831,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-1.630989975019367,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955819752610794
-1.0738427650786138,0.8720548151682491,-0.7729943606260379,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0.30898256355971704,0.5706815961898379,0.26714418800152223,-0.8204436549925227,-0.03954665453964593
-1.2774445836787656,0.50313588113137,-0.9721458740252016,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-0.661003705729825,-0.9835761307881314,0.26714418800152223,-0.8204436549925227,-0.03954821304901976
-0.5444780367182193,1.3905354792200795,-0.15339961116902975,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1.278968832849259,1.3478104596788227,1.4401470035219222,-0.8204436549925227,-0.03954424206801416
-1.2367242199587352,-0.6235624849812617,-0.9701150671938202,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955503543473953
-1.1552834925186746,0.179085466098976,-0.8889490159004568,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955053466587916
-1.1552834925186746,-0.4889569279678058,-0.9282407132902275,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03955456654031413
-1.2774445836787656,-0.31779183695069496,-0.983050423750228,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,-0.661003705729825,-0.9835761307881314,0.26714418800152223,-0.8204436549925227,-0.03955268884909377
-1.2774445836787656,0.6593447991469852,-0.9700709192192251,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,-0.176010571085054,-0.20644726729914673,0.26714418800152223,-0.8204436549925227,-0.03954736137856033
-1.2367242199587352,-0.34438058895335305,-0.9570472667136268,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-0.176010571085054,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03955235356541553
-0.8702409464784621,1.0049985751815391,-0.5128303463362415,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,-0.8204436549925227,-0.0395442362226605
-0.7073594915983407,0.32033821111309646,-0.5331384146500555,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03954971331755221
-1.2774445836787656,-0.5388108379727895,-0.9859862640608118,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03955389387219062
-1.2367242199587352,0.1873944510998066,-0.9424563611098973,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03954935911334937
-1.2774445836787656,-0.8163309370005319,-0.9896726199395152,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,-0.661003705729825,-0.20644726729914673,0.26714418800152223,-0.8204436549925227,-0.0395554069463047
-1.2367242199587352,-0.6700928009859131,-0.9718589121903324,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.039555393319328384
-1.1960038562387048,-0.7847567939973756,-0.949056483311887,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.20644726729914673,0.26714418800152223,-0.8204436549925227,-0.039554706228011625
-0.7888002190384014,1.4005062612210766,-0.4051092883238363,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1.278968832849259,0.5706815961898379,1.4401470035219222,-0.8204436549925227,-0.03954367434808481
1.0843365120829946,-1.5093002860698053,-0.5219689770774578,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,1.5877401391037258,-0.03955931421623707
-0.6666391278783103,0.9867188081797118,-0.34025591364341695,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,-0.8204436549925227,-0.039545576334272574
-1.2774445836787656,-1.328164413051698,-0.9964714080271831,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,-1.630989975019367,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03955819752610794
-1.2774445836787656,0.19404163910047073,-0.9762516356625597,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03954989826929054
-1.1145631287986442,0.6859335511496436,-0.830342579625265,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0.30898256355971704,0.5706815961898379,-0.9058586275188776,-0.8204436549925227,-0.03954815494665509
0.7992939660427822,1.3390197722149297,1.4758372432940026,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1.278968832849259,0.5706815961898379,1.4401470035219222,-0.8204436549925227,-0.039543090114720236
-0.5851984004382496,1.0099839661820376,-0.22160823191868792,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0.30898256355971704,-0.20644726729914673,1.4401470035219222,-0.8204436549925227,-0.03954477247340953
-1.2774445836787656,0.17410007509847744,-0.9765165235101312,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.039550006993178975
-0.9924020376385531,0.3236618051134285,-0.739640565819328,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03954895247775446
-0.9109613101984924,-0.6617838159850825,-0.8151998243390949,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,-1.145996840374596,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.039554801645651574
-0.3408762181180675,0.37683930911874425,-0.2512977448339922,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,-0.661003705729825,-0.9835761307881314,-0.9058586275188776,-0.8204436549925227,-0.03954975997542363
-1.2774445836787656,0.2937494591104381,-0.9749271964247023,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-0.661003705729825,-0.20644726729914673,-0.9058586275188776,-0.8204436549925227,-0.03954935464984836
-1.1552834925186746,1.0199547481830342,-0.8325499783550275,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.30898256355971704,-0.9835761307881314,1.4401470035219222,-0.8204436549925227,-0.039544747340496365
